source,target,relation,structural
instrPlan_0138,strategy_0138,strategicTutoring,False
playerModel_0147,player_0147,classifiesPlayer,False
targetBehavior_0057,metric_0592,hasMetric,False
studentModel_0014,player_0014,includes,False
playerModel_0058,player_0058,classifiesPlayer,False
targetBehavior_0270,metric_0077,hasMetric,False
targetBehavior_0233,metric_0317,hasMetric,False
player_0154,playerType_0154,isDescribedByType,False
instrPlan_0111,strategy_0111,strategicTutoring,False
studentModel_0064,behavKnowledge_0064,hasBehaviouralKnowledge,False
playerModel_0197,player_0197,classifiesPlayer,False
targetBehavior_0276,metric_0554,hasMetric,False
targetBehavior_0340,metric_0034,hasMetric,False
studentModel_0113,behavKnowledge_0113,hasBehaviouralKnowledge,False
instrPlan_0121,strategy_0121,strategicTutoring,False
targetBehavior_0265,metric_0167,hasMetric,False
playerType_0138,player_0138,describesPlayer,False
studentModel_0124,behavKnowledge_0124,hasBehaviouralKnowledge,False
targetBehavior_0118,metric_0157,hasMetric,False
targetBehavior_0339,metric_0060,hasMetric,False
instrPlan_0055,strategy_0055,strategicTutoring,False
designPractice_0026,targetBehavior_0268,hasTargetBehavior,False
gamifiedITS_0008,studentModel_0110,hasStudentModel,False
targetBehavior_0074,metric_0439,hasMetric,False
studentModel_0121,behavKnowledge_0121,hasBehaviouralKnowledge,False
instrPlan_0027,sequencing_0027,has_Sequencing,False
player_0182,playerType_0182,isDescribedByType,False
instrPlan_0176,sequencing_0176,has_Sequencing,False
targetBehavior_0286,metric_0299,hasMetric,False
gamifiedITS_0015,gamModel_0011,hasGamificationModel,False
studentModel_0174,behavKnowledge_0174,hasBehaviouralKnowledge,False
playerModel_0085,player_0085,classifiesPlayer,False
playerType_0099,player_0099,describesPlayer,False
targetBehavior_0176,metric_0077,hasMetric,False
player_0176,playerType_0176,isDescribedByType,False
player_0145,playerType_0145,isDescribedByType,False
playerModel_0192,player_0192,classifiesPlayer,False
designPractice_0046,challenges_0015,hasGameElement,False
targetBehavior_0171,metric_0077,hasMetric,False
targetBehavior_0024,metric_0462,hasMetric,False
targetBehavior_0373,metric_0488,hasMetric,False
Survivor,Thing,subClassOf,True
playerType_0036,player_0036,describesPlayer,False
playerType_0164,player_0164,describesPlayer,False
designPractice_0005,targetBehavior_0067,hasTargetBehavior,False
Achievements,Thing,subClassOf,True
targetBehavior_0133,metric_0344,hasMetric,False
targetBehavior_0308,metric_0081,hasMetric,False
leadsToPerformance,Achievements,domain,False
instrPlan_0078,strategy_0078,strategicTutoring,False
targetBehavior_0076,metric_0281,hasMetric,False
leadsToExploration,CategoryExploration,range,False
Activity_Loop,Thing,subClassOf,True
player_0133,playerModel_0133,isClassifiedBy,False
targetBehavior_0280,metric_0158,hasMetric,False
studentModel_0129,player_0129,includes,False
studentModel_0019,player_0019,includes,False
studentModel_0092,behavKnowledge_0092,hasBehaviouralKnowledge,False
player_0139,playerType_0139,isDescribedByType,False
instrPlan_0098,sequencing_0098,has_Sequencing,False
targetBehavior_0040,metric_0105,hasMetric,False
player_0132,playerType_0132,isDescribedByType,False
gamifiedITS_0043,gamModel_0025,hasGamificationModel,False
playerModel_0155,player_0155,classifiesPlayer,False
targetBehavior_0366,metric_0530,hasMetric,False
gamModel_0038,progLoop_0038,hasActivityLoops,False
gamifiedITS_0033,gamModel_0011,hasGamificationModel,False
gamifiedITS_0042,gamModel_0003,hasGamificationModel,False
instrPlan_0147,strategy_0147,strategicTutoring,False
playerModel_0097,player_0097,classifiesPlayer,False
gamModel_0032,engLoop_0032,hasActivityLoops,False
playerModel_0054,player_0054,classifiesPlayer,False
isParentOf_Tactic,isChildOf_Tactic,inverseOf,False
player_0063,playerType_0063,isDescribedByType,False
leadsToParticipation,Levels,domain,False
instrPlan_0124,strategy_0124,strategicTutoring,False
isParentOf_Strategy,Strategy,domain,False
targetBehavior_0072,metric_0471,hasMetric,False
playerType_0158,player_0158,describesPlayer,False
playerModel_0060,player_0060,classifiesPlayer,False
targetBehavior_0033,metric_0551,hasMetric,False
playerType_0021,player_0021,describesPlayer,False
gamifiedITS_0058,instrPlan_0024,hasPedagogicalModel,False
targetBehavior_0356,metric_0434,hasMetric,False
instrPlan_0193,sequencing_0193,has_Sequencing,False
designPractice_0030,status_0017,hasGameElement,False
playerType_0110,player_0110,describesPlayer,False
gamifiedITS_0062,instrPlan_0116,hasPedagogicalModel,False
studentModel_0029,player_0029,includes,False
playerModel_0043,player_0043,classifiesPlayer,False
instrPlan_0079,strategy_0079,strategicTutoring,False
instrPlan_0046,sequencing_0046,has_Sequencing,False
studentModel_0155,player_0155,includes,False
targetBehavior_0111,metric_0560,hasMetric,False
studentModel_0167,behavKnowledge_0167,hasBehaviouralKnowledge,False
targetBehavior_0020,metric_0393,hasMetric,False
player_0132,playerModel_0132,isClassifiedBy,False
playerType_0124,player_0124,describesPlayer,False
targetBehavior_0259,metric_0002,hasMetric,False
playerModel_0110,player_0110,classifiesPlayer,False
designPractice_0032,cooperation_0019,hasGameElement,False
instrPlan_0042,sequencing_0042,has_Sequencing,False
studentModel_0105,player_0105,includes,False
studentModel_0163,player_0163,includes,False
playerType_0003,player_0003,describesPlayer,False
Yees_Motivational_Components,Player_Model,subClassOf,True
instrPlan_0191,sequencing_0191,has_Sequencing,False
playerType_0135,player_0135,describesPlayer,False
designPractice_0010,targetBehavior_0251,hasTargetBehavior,False
targetBehavior_0385,metric_0598,hasMetric,False
instrPlan_0107,sequencing_0107,has_Sequencing,False
designPractice_0012,levels_0009,hasGameElement,False
player_0119,playerModel_0119,isClassifiedBy,False
targetBehavior_0002,metric_0191,hasMetric,False
targetBehavior_0116,metric_0514,hasMetric,False
gamifiedITS_0010,gamModel_0014,hasGamificationModel,False
designPractice_0025,targetBehavior_0102,hasTargetBehavior,False
instrPlan_0047,sequencing_0047,has_Sequencing,False
hasPedagogicalModel,THINGInstrutionalPlan,range,False
playerType_0080,player_0080,describesPlayer,False
player_0051,playerType_0051,isDescribedByType,False
targetBehavior_0176,metric_0240,hasMetric,False
studentModel_0079,player_0079,includes,False
player_0033,playerType_0033,isDescribedByType,False
instrPlan_0051,strategy_0051,strategicTutoring,False
playerModel_0178,player_0178,classifiesPlayer,False
studentModel_0116,behavKnowledge_0116,hasBehaviouralKnowledge,False
playerModel_0173,player_0173,classifiesPlayer,False
designPractice_0009,targetBehavior_0352,hasTargetBehavior,False
player_0068,playerType_0068,isDescribedByType,False
player_0100,playerType_0100,isDescribedByType,False
player_0023,playerType_0023,isDescribedByType,False
hasPlayerInteraction,Gamification_Context,domain,False
studentModel_0069,behavKnowledge_0069,hasBehaviouralKnowledge,False
targetBehavior_0244,metric_0140,hasMetric,False
instrPlan_0003,strategy_0003,strategicTutoring,False
instrPlan_0017,sequencing_0017,has_Sequencing,False
targetBehavior_0222,metric_0239,hasMetric,False
instrPlan_0008,sequencing_0008,has_Sequencing,False
playerType_0029,player_0029,describesPlayer,False
playerModel_0112,player_0112,classifiesPlayer,False
targetBehavior_0275,metric_0195,hasMetric,False
instrPlan_0031,strategy_0031,strategicTutoring,False
instrPlan_0097,sequencing_0097,has_Sequencing,False
player_0183,playerModel_0183,isClassifiedBy,False
playerModel_0047,player_0047,classifiesPlayer,False
playerModel_0103,player_0103,classifiesPlayer,False
player_0044,playerType_0044,isDescribedByType,False
targetBehavior_0276,metric_0568,hasMetric,False
instrPlan_0080,sequencing_0080,has_Sequencing,False
player_0009,playerType_0009,isDescribedByType,False
player_0156,playerModel_0156,isClassifiedBy,False
targetBehavior_0344,metric_0248,hasMetric,False
targetBehavior_0182,metric_0463,hasMetric,False
gamModel_0030,progLoop_0030,hasActivityLoops,False
playerModel_0183,player_0183,classifiesPlayer,False
Leaderboards,Thing,subClassOf,True
playerType_0143,player_0143,describesPlayer,False
instrPlan_0132,strategy_0132,strategicTutoring,False
instrPlan_0102,strategy_0102,strategicTutoring,False
targetBehavior_0165,metric_0430,hasMetric,False
designPractice_0042,targetBehavior_0216,hasTargetBehavior,False
instrPlan_0120,strategy_0120,strategicTutoring,False
Metric,Thing,subClassOf,True
playerType_0039,player_0039,describesPlayer,False
player_0116,playerType_0116,isDescribedByType,False
ResourceWeight,Thing,subClassOf,True
studentModel_0087,player_0087,includes,False
gamifiedITS_0043,studentModel_0189,hasStudentModel,False
targetBehavior_0063,metric_0367,hasMetric,False
Non-Game_Context,Gamification_Context,subClassOf,True
isParentOf_Tactic,Tactic,domain,False
studentModel_0175,behavKnowledge_0175,hasBehaviouralKnowledge,False
targetBehavior_0317,metric_0109,hasMetric,False
player_0098,playerType_0098,isDescribedByType,False
gamModel_0015,engLoop_0015,hasActivityLoops,False
player_0017,playerType_0017,isDescribedByType,False
playerModel_0140,player_0140,classifiesPlayer,False
targetBehavior_0243,metric_0406,hasMetric,False
studentModel_0191,behavKnowledge_0191,hasBehaviouralKnowledge,False
designPractice_0010,targetBehavior_0184,hasTargetBehavior,False
gamModel_0028,engLoop_0028,hasActivityLoops,False
targetBehavior_0210,metric_0564,hasMetric,False
studentModel_0198,behavKnowledge_0198,hasBehaviouralKnowledge,False
targetBehavior_0324,metric_0051,hasMetric,False
player_0092,playerModel_0092,isClassifiedBy,False
gamModel_0032,progLoop_0032,hasActivityLoops,False
playerModel_0198,player_0198,classifiesPlayer,False
targetBehavior_0199,metric_0203,hasMetric,False
instrPlan_0141,strategy_0141,strategicTutoring,False
targetBehavior_0138,metric_0512,hasMetric,False
targetBehavior_0081,metric_0094,hasMetric,False
playerType_0027,player_0027,describesPlayer,False
player_0174,playerModel_0174,isClassifiedBy,False
playerModel_0006,player_0006,classifiesPlayer,False
targetBehavior_0230,metric_0578,hasMetric,False
studentModel_0026,player_0026,includes,False
player_0053,playerModel_0053,isClassifiedBy,False
studentModel_0003,behavKnowledge_0003,hasBehaviouralKnowledge,False
targetBehavior_0321,metric_0039,hasMetric,False
gamifiedITS_0018,studentModel_0082,hasStudentModel,False
targetBehavior_0137,metric_0524,hasMetric,False
playerType_0166,player_0166,describesPlayer,False
Chances,Thing,subClassOf,True
targetBehavior_0039,metric_0224,hasMetric,False
studentModel_0094,player_0094,includes,False
Game_Design_Element,Thing,subClassOf,True
studentModel_0157,player_0157,includes,False
targetBehavior_0371,metric_0037,hasMetric,False
player_0137,playerModel_0137,isClassifiedBy,False
targetBehavior_0357,metric_0358,hasMetric,False
instrPlan_0061,strategy_0061,strategicTutoring,False
targetBehavior_0394,metric_0182,hasMetric,False
playerModel_0063,player_0063,classifiesPlayer,False
instrPlan_0024,sequencing_0024,has_Sequencing,False
targetBehavior_0031,metric_0032,hasMetric,False
designPractice_0026,targetBehavior_0104,hasTargetBehavior,False
targetBehavior_0351,metric_0227,hasMetric,False
playerModel_0169,player_0169,classifiesPlayer,False
instrPlan_0007,sequencing_0007,has_Sequencing,False
enjoymentName,string,range,False
score_Min,float,range,False
instrPlan_0131,sequencing_0131,has_Sequencing,False
targetBehavior_0238,metric_0134,hasMetric,False
targetBehavior_0173,metric_0243,hasMetric,False
instrPlan_0131,strategy_0131,strategicTutoring,False
targetBehavior_0174,metric_0323,hasMetric,False
targetBehavior_0012,metric_0398,hasMetric,False
teacher,string,range,False
gamModel_0011,engLoop_0011,hasActivityLoops,False
studentModel_0042,behavKnowledge_0042,hasBehaviouralKnowledge,False
instrPlan_0187,strategy_0187,strategicTutoring,False
studentModel_0102,behavKnowledge_0102,hasBehaviouralKnowledge,False
instrPlan_0104,sequencing_0104,has_Sequencing,False
studentModel_0106,player_0106,includes,False
player_0134,playerType_0134,isDescribedByType,False
typeStrategyTutoring,Strategy,domain,False
has_PedagogicalUnit,InstrutionalPlan,domain,False
targetBehavior_0353,metric_0486,hasMetric,False
Yee_Relationship,Thing,subClassOf,True
studentModel_0074,behavKnowledge_0074,hasBehaviouralKnowledge,False
Yee_Teamwork,Thing,subClassOf,True
studentModel_0088,behavKnowledge_0088,hasBehaviouralKnowledge,False
player_0141,playerModel_0141,isClassifiedBy,False
targetBehavior_0218,metric_0398,hasMetric,False
gamModel_0023,progLoop_0023,hasActivityLoops,False
targetBehavior_0229,metric_0368,hasMetric,False
targetBehavior_0061,metric_0466,hasMetric,False
studentModel_0097,player_0097,includes,False
targetBehavior_0162,metric_0355,hasMetric,False
targetBehavior_0298,metric_0567,hasMetric,False
instrPlan_0032,strategy_0032,strategicTutoring,False
targetBehavior_0188,metric_0406,hasMetric,False
studentModel_0039,player_0039,includes,False
designPractice_0016,targetBehavior_0025,hasTargetBehavior,False
targetBehavior_0300,metric_0487,hasMetric,False
instrPlan_0101,sequencing_0101,has_Sequencing,False
designPractice_0040,targetBehavior_0059,hasTargetBehavior,False
gamModel_0027,progLoop_0027,hasActivityLoops,False
targetBehavior_0077,metric_0370,hasMetric,False
studentModel_0061,player_0061,includes,False
player_0190,playerType_0190,isDescribedByType,False
gamModel_0025,progLoop_0025,hasActivityLoops,False
ResourceUnit,Sequencing,subClassOf,True
gamifiedITS_0001,gamModel_0002,hasGamificationModel,False
instrPlan_0011,sequencing_0011,has_Sequencing,False
playerType_0130,player_0130,describesPlayer,False
targetBehavior_0383,metric_0302,hasMetric,False
player_0184,playerModel_0184,isClassifiedBy,False
isAccomplishedWith,Target_Behavior,domain,False
studentModel_0199,behavKnowledge_0199,hasBehaviouralKnowledge,False
playerType_0055,player_0055,describesPlayer,False
player_0060,playerModel_0060,isClassifiedBy,False
gamModel_0011,progLoop_0011,hasActivityLoops,False
targetBehavior_0068,metric_0561,hasMetric,False
targetBehavior_0298,metric_0233,hasMetric,False
targetBehavior_0070,metric_0050,hasMetric,False
targetBehavior_0130,metric_0536,hasMetric,False
playerModel_0102,player_0102,classifiesPlayer,False
isDescribedByType,Player_Type,range,False
studentModel_0075,behavKnowledge_0075,hasBehaviouralKnowledge,False
targetBehavior_0079,metric_0170,hasMetric,False
targetBehavior_0163,metric_0386,hasMetric,False
instrPlan_0137,sequencing_0137,has_Sequencing,False
playerModel_0121,player_0121,classifiesPlayer,False
instrPlan_0188,sequencing_0188,has_Sequencing,False
targetBehavior_0301,metric_0488,hasMetric,False
instrPlan_0146,sequencing_0146,has_Sequencing,False
Mastermind,Thing,subClassOf,True
player_0025,playerType_0025,isDescribedByType,False
targetBehavior_0079,metric_0054,hasMetric,False
isComprisedOf,Motivational_Component,range,False
studentModel_0200,player_0200,includes,False
playerModel_0129,player_0129,classifiesPlayer,False
playerModel_0194,player_0194,classifiesPlayer,False
player_0003,playerModel_0003,isClassifiedBy,False
targetBehavior_0093,metric_0544,hasMetric,False
playerType_0081,player_0081,describesPlayer,False
targetBehavior_0213,metric_0539,hasMetric,False
playerType_0200,player_0200,describesPlayer,False
targetBehavior_0372,metric_0586,hasMetric,False
playerModel_0013,player_0013,classifiesPlayer,False
studentModel_0164,player_0164,includes,False
instrPlan_0101,strategy_0101,strategicTutoring,False
targetBehavior_0304,metric_0124,hasMetric,False
playerModel_0136,player_0136,classifiesPlayer,False
targetBehavior_0326,metric_0346,hasMetric,False
playerType_0137,player_0137,describesPlayer,False
playerModel_0151,player_0151,classifiesPlayer,False
targetBehavior_0084,metric_0232,hasMetric,False
playerType_0149,player_0149,describesPlayer,False
targetBehavior_0186,metric_0221,hasMetric,False
targetBehavior_0353,metric_0010,hasMetric,False
studentModel_0033,player_0033,includes,False
targetBehavior_0257,metric_0215,hasMetric,False
studentModel_0045,player_0045,includes,False
targetBehavior_0018,metric_0145,hasMetric,False
gamModel_0039,progLoop_0039,hasActivityLoops,False
studentModel_0067,behavKnowledge_0067,hasBehaviouralKnowledge,False
targetBehavior_0313,metric_0533,hasMetric,False
targetBehavior_0268,metric_0108,hasMetric,False
player_0136,playerType_0136,isDescribedByType,False
instrPlan_0062,sequencing_0062,has_Sequencing,False
targetBehavior_0336,metric_0519,hasMetric,False
targetBehavior_0349,metric_0029,hasMetric,False
leadsToPerformance,Feedback,domain,False
studentModel_0002,player_0002,includes,False
gamModel_0024,progLoop_0024,hasActivityLoops,False
targetBehavior_0120,metric_0524,hasMetric,False
targetBehavior_0391,metric_0469,hasMetric,False
targetBehavior_0370,metric_0429,hasMetric,False
targetBehavior_0338,metric_0030,hasMetric,False
player_0128,playerType_0128,isDescribedByType,False
hasGameElement,GDE_Component,range,False
targetBehavior_0235,metric_0239,hasMetric,False
player_0167,playerType_0167,isDescribedByType,False
player_0138,playerModel_0138,isClassifiedBy,False
designPractice_0021,targetBehavior_0216,hasTargetBehavior,False
leadsToExploration,Levels,domain,False
targetBehavior_0269,metric_0175,hasMetric,False
playerType_0180,player_0180,describesPlayer,False
targetBehavior_0161,metric_0239,hasMetric,False
playerType_0196,player_0196,describesPlayer,False
player_0172,playerType_0172,isDescribedByType,False
targetBehavior_0113,metric_0070,hasMetric,False
studentModel_0032,behavKnowledge_0032,hasBehaviouralKnowledge,False
targetBehavior_0063,metric_0096,hasMetric,False
gamifiedITS_0007,instrPlan_0040,hasPedagogicalModel,False
studentModel_0082,behavKnowledge_0082,hasBehaviouralKnowledge,False
targetBehavior_0171,metric_0137,hasMetric,False
gamifiedITS_0016,instrPlan_0137,hasPedagogicalModel,False
hasDomainModel,GamifiedITS,domain,False
targetBehavior_0266,metric_0035,hasMetric,False
instrPlan_0169,strategy_0169,strategicTutoring,False
playerType_0074,player_0074,describesPlayer,False
studentModel_0056,player_0056,includes,False
instrPlan_0156,strategy_0156,strategicTutoring,False
player_0087,playerType_0087,isDescribedByType,False
its_domain.owl,ns,imports,False
playerType_0115,player_0115,describesPlayer,False
Motivational_Affordance,Thing,subClassOf,True
instrPlan_0166,strategy_0166,strategicTutoring,False
designPractice_0029,targetBehavior_0002,hasTargetBehavior,False
instrPlan_0170,strategy_0170,strategicTutoring,False
studentModel_0055,behavKnowledge_0055,hasBehaviouralKnowledge,False
targetBehavior_0354,metric_0178,hasMetric,False
studentModel_0169,behavKnowledge_0169,hasBehaviouralKnowledge,False
gamifiedITS_0038,gamModel_0005,hasGamificationModel,False
Concept,Thing,subClassOf,True
targetBehavior_0344,metric_0127,hasMetric,False
score_Min,ProblemNext,domain,False
designPractice_0009,targetBehavior_0223,hasTargetBehavior,False
instrPlan_0127,strategy_0127,strategicTutoring,False
playerType_0001,player_0001,describesPlayer,False
gamifiedITS_0057,studentModel_0133,hasStudentModel,False
instrPlan_0190,strategy_0190,strategicTutoring,False
studentModel_0094,behavKnowledge_0094,hasBehaviouralKnowledge,False
Yee_Escapism,Thing,subClassOf,True
studentModel_0082,player_0082,includes,False
studentModel_0054,behavKnowledge_0054,hasBehaviouralKnowledge,False
studentModel_0043,player_0043,includes,False
player_0169,playerType_0169,isDescribedByType,False
targetBehavior_0309,metric_0152,hasMetric,False
Turns,Thing,subClassOf,True
player_0081,playerModel_0081,isClassifiedBy,False
player_0174,playerType_0174,isDescribedByType,False
instrPlan_0086,strategy_0086,strategicTutoring,False
targetBehavior_0050,metric_0587,hasMetric,False
studentModel_0102,player_0102,includes,False
playerType_0017,player_0017,describesPlayer,False
Game_Context,Gamification_Context,subClassOf,True
instrPlan_0140,strategy_0140,strategicTutoring,False
playerModel_0181,player_0181,classifiesPlayer,False
gamifiedITS_0044,studentModel_0081,hasStudentModel,False
targetBehavior_0021,metric_0178,hasMetric,False
targetBehavior_0058,metric_0425,hasMetric,False
playerModel_0059,player_0059,classifiesPlayer,False
studentModel_0015,behavKnowledge_0015,hasBehaviouralKnowledge,False
targetBehavior_0379,metric_0188,hasMetric,False
Context,Thing,subClassOf,True
playerModel_0074,player_0074,classifiesPlayer,False
targetBehavior_0164,metric_0211,hasMetric,False
studentModel_0140,player_0140,includes,False
targetBehavior_0048,metric_0546,hasMetric,False
gamifiedITS_0025,instrPlan_0146,hasPedagogicalModel,False
Progressive_Loop,Activity_Loop,subClassOf,True
isComposedBy,Motivational_Affordance,range,False
player_0121,playerType_0121,isDescribedByType,False
studentModel_0136,behavKnowledge_0136,hasBehaviouralKnowledge,False
targetBehavior_0186,metric_0042,hasMetric,False
studentModel_0070,player_0070,includes,False
player_0035,playerModel_0035,isClassifiedBy,False
instrPlan_0130,sequencing_0130,has_Sequencing,False
designPractice_0044,turns_0008,hasGameElement,False
targetBehavior_0357,metric_0471,hasMetric,False
studentModel_0197,player_0197,includes,False
playerModel_0144,player_0144,classifiesPlayer,False
